file,nVertices,nFaces,position,aabbSize,angleX,angleY,angleZ,totalAngle,totalFlip
21.off,15198,30396,0.040111638605594635,2.4109206199645996,0.15143005549907684,0.15303748846054077,0.023656461387872696,0.3281240165233612,1
22.off,15002,30004,0.0708671361207962,2.60733962059021,0.035492055118083954,3.1138370037078857,3.118870258331299,6.2681989669799805,1
23.off,15037,30074,0.0392916165292263,2.5176661014556885,0.06175416335463524,1.5308855772018433,1.5301826000213623,3.1228222846984863,1
24.off,15246,30492,0.06758799403905869,2.648481845855713,0.023121600970625877,0.03609849512577057,0.031126754358410835,0.09034685045480728,3
25.off,15087,30170,0.06782721728086472,2.3856823444366455,1.574611783027649,1.5661671161651611,2.950535774230957,6.091314792633057,1
26.off,15209,30418,0.08943121880292892,2.649961471557617,1.1672048568725586,1.5728014707565308,1.5725347995758057,4.3125410079956055,3
27.off,15137,30274,0.054087553173303604,2.555741310119629,1.0656063556671143,1.5899122953414917,1.57566499710083,4.2311835289001465,-1
28.off,15070,30140,0.05204479768872261,2.4459376335144043,2.9928269386291504,0.1597229540348053,3.083317756652832,6.235867500305176,3
29.off,15127,30254,0.09076569229364395,2.699647903442383,0.7956014275550842,1.5704962015151978,1.5823949575424194,3.9484925270080566,3
30.off,15006,30008,0.030032917857170105,2.1286227703094482,1.5699857473373413,1.557995319366455,1.9651198387145996,5.0931010246276855,1
31.off,15227,30454,0.053240347653627396,2.8492822647094727,0.7898738980293274,2.3517017364501953,3.1360771656036377,6.277652740478516,-3
32.off,14751,29502,0.049029670655727386,2.5466620922088623,1.0093908309936523,1.0095247030258179,0.023416465148329735,2.042332172393799,1
33.off,7349,14698,0.018021561205387115,2.5525829792022705,0.027393726631999016,0.0688498318195343,0.06335261464118958,0.15959617495536804,3
34.off,9602,19204,0.038258396089076996,2.5744924545288086,1.5707670450210571,3.1102423667907715,1.5709336996078491,6.251943111419678,1
35.off,15136,30268,0.04229411110281944,2.0680530071258545,1.5707701444625854,1.5707813501358032,0.0389540009200573,3.1805055141448975,1
36.off,9076,18152,0.013607040978968143,2.392174005508423,1.5969412326812744,1.48007071018219,2.7744603157043457,5.8514723777771,3
37.off,6270,12540,0.05625741928815842,2.8945624828338623,2.2651567459106445,1.5584568977355957,1.5570662021636963,5.380680084228516,3
38.off,15064,30128,0.14875687658786774,2.7972047328948975,0.541858971118927,2.5997374057769775,3.1388680934906006,6.280464172363281,-1
39.off,15161,30322,0.09542308747768402,2.788522958755493,2.551215171813965,0.5918979644775391,3.09692120552063,6.240034103393555,-1
40.off,15165,30326,0.038363344967365265,2.3624908924102783,1.5741978883743286,1.5671495199203491,1.733238697052002,4.87458610534668,1
41.off,7016,14028,0.02003653720021248,1.5362532138824463,1.5601811408996582,1.560226321220398,0.02946656383574009,3.149874210357666,-1
42.off,4164,8324,0.03151347115635872,1.8042484521865845,2.79892635345459,2.8004653453826904,0.039519358426332474,5.638911247253418,-1
43.off,3414,6824,0.051463063806295395,1.7003109455108643,0.25524213910102844,1.567614197731018,1.5679025650024414,3.390758991241455,-1
44.off,6288,12572,0.0384126715362072,1.6445244550704956,1.5482584238052368,1.5691735744476318,1.5677688121795654,4.6852006912231445,-1
45.off,5399,10794,0.04797777906060219,1.6796215772628784,3.1359713077545166,1.5600569248199463,1.5815504789352417,6.277578830718994,1
46.off,2394,4784,0.02427973598241806,1.9593913555145264,2.9286463260650635,0.2129696160554886,3.138437509536743,6.28005313873291,3
47.off,2028,4052,0.006990388035774231,2.006770372390747,0.024342134594917297,1.5060113668441772,1.5061067342758179,3.0364603996276855,3
48.off,5176,10348,0.009813685901463032,1.8499619960784912,0.21019266545772552,2.914716958999634,3.0563158988952637,6.181225776672363,-1
49.off,3110,6220,0.010576672852039337,1.8655818700790405,0.029517628252506256,3.0709807872772217,3.0774502754211426,6.177948951721191,1
50.off,7420,14836,0.015389869920909405,1.5863711833953857,1.5036858320236206,1.6378045082092285,3.114846706390381,6.2563371658325195,1
51.off,2858,5712,0.021856866776943207,1.7769781351089478,0.012852795422077179,0.013855968602001667,0.006043923087418079,0.032752685248851776,-1
52.off,1554,3104,0.02435091882944107,1.9489260911941528,0.057975973933935165,3.075805187225342,3.1102683544158936,6.244049549102783,-1
53.off,2496,4988,0.013948237523436546,1.9261610507965088,0.1819891631603241,0.25177693367004395,0.17486482858657837,0.608630895614624,-1
54.off,7407,14810,0.023754538968205452,1.8050743341445923,1.2818124294281006,1.5838028192520142,1.600211501121521,4.465826988220215,1
55.off,2850,5696,0.02153998240828514,1.7441291809082031,0.011553947813808918,1.5668071508407593,1.5667543411254883,3.145115375518799,-1
56.off,8771,17538,0.005450182128697634,1.8803503513336182,1.595232367515564,1.5955196619033813,0.05929892137646675,3.2500510215759277,-3
57.off,7413,14822,0.02363969385623932,1.6868863105773926,1.7409719228744507,1.7407851219177246,0.028598355129361153,3.5103554725646973,-3
58.off,1857,3710,0.0041021136566996574,1.974427342414856,3.1193156242370605,1.0891389846801758,2.052581787109375,6.261036396026611,1
59.off,2895,5786,0.008696301840245724,1.9102799892425537,0.02361171878874302,3.107492685317993,3.1165313720703125,6.247635841369629,-1
60.off,2375,4746,0.019391709938645363,1.9470751285552979,0.21273179352283478,2.8887360095977783,3.0037333965301514,6.105201244354248,-1
61.off,5400,10796,0.00978817604482174,2.2664408683776855,1.5792202949523926,1.5622142553329468,3.073025941848755,6.214460372924805,3
62.off,5619,11234,0.017969952896237373,2.5587363243103027,1.573546290397644,1.568595051765442,1.7108515501022339,4.852993011474609,-1
63.off,5519,11034,0.010926466435194016,2.658764600753784,1.5711793899536133,1.5711899995803833,1.4549105167388916,4.5972795486450195,1
64.off,6797,13590,0.017360610887408257,2.4445908069610596,1.5701758861541748,1.571584939956665,3.0489978790283203,6.19075870513916,-1
65.off,6448,12892,0.020386213436722755,2.4428725242614746,0.021111279726028442,0.010339858941733837,0.018436335027217865,0.04988747462630272,1
66.off,7739,15474,0.010771887376904488,2.2664361000061035,0.035887498408555984,3.130084991455078,3.1074821949005127,6.273454666137695,1
67.off,7651,15298,0.015131423249840736,2.455747365951538,0.0564594641327858,0.016918301582336426,0.054184410721063614,0.12756218016147614,1
68.off,5583,11162,0.01777457445859909,2.2954518795013428,1.6992639303207397,1.6989957094192505,0.03781980276107788,3.436079502105713,1
69.off,6701,13398,0.00476687541231513,2.3938727378845215,0.07084556668996811,3.1290392875671387,3.0718634128570557,6.2717485427856445,-1
70.off,5631,11258,0.002967738313600421,2.354583740234375,1.5638456344604492,1.5777027606964111,3.0955095291137695,6.237057685852051,1
71.off,5849,11694,0.010900485329329967,2.581888198852539,0.07229728996753693,0.011837032623589039,0.07132633030414581,0.1554606556892395,3
72.off,5228,10452,0.00960970763117075,2.4774158000946045,1.5695451498031616,1.5696123838424683,0.051285482943058014,3.1904430389404297,3
73.off,5109,10214,0.02041907049715519,2.53890061378479,1.5062023401260376,1.5060960054397583,0.05068514496088028,3.062983512878418,3
74.off,5044,10084,0.013420524075627327,2.4159884452819824,1.5454832315444946,1.5960286855697632,3.0590498447418213,6.2005615234375,1
75.off,8679,17354,0.010611427016556263,2.4356532096862793,0.03477946296334267,3.1376609802246094,3.1070353984832764,6.279476165771484,3
76.off,5923,11842,0.016680730506777763,2.394963502883911,0.08241969347000122,3.138993263244629,3.059213161468506,6.28062629699707,-1
77.off,6587,13170,0.016859838739037514,2.534484386444092,1.562909722328186,1.5672041177749634,1.4808059930801392,4.610919952392578,-1
78.off,7470,14936,0.015526100993156433,2.6509995460510254,0.12032938003540039,0.009881021454930305,0.11992675065994263,0.2501371502876282,1
79.off,6689,13374,0.011026747524738312,2.5566253662109375,1.468061089515686,1.6737895011901855,3.0691397190093994,6.210989952087402,-3
80.off,7351,14698,0.009049982763826847,2.5191566944122314,1.2898591756820679,1.2892255783081055,0.057872287929058075,2.6369571685791016,1
81.off,6370,12736,0.011445482261478901,2.1857078075408936,1.594023585319519,1.5352368354797363,2.92268705368042,6.051947593688965,1
82.off,8299,16594,0.008579629473388195,2.297800302505493,1.5948299169540405,1.5456498861312866,2.968473434448242,6.108953475952148,3
83.off,6376,12748,0.012214304879307747,2.2916579246520996,1.60293447971344,1.5320285558700562,2.9991626739501953,6.134125709533691,-1
84.off,6850,13696,0.013118267059326172,2.1876184940338135,1.5754990577697754,1.5200152397155762,2.818610668182373,5.914124965667725,1
85.off,8388,16772,0.01696314662694931,2.2498345375061035,1.317056655883789,1.3213741779327393,0.1076020821928978,2.746032953262329,1
86.off,7038,14072,0.017547044903039932,2.1521410942077637,1.5725854635238647,1.3729921579360962,1.6506710052490234,4.596248626708984,1
87.off,7470,14936,0.005796594079583883,2.441422462463379,1.6377853155136108,1.6531175374984741,0.1891990602016449,3.4801018238067627,-3
88.off,8210,16416,0.012189323082566261,2.574427604675293,1.5323883295059204,1.6010667085647583,3.0064008235931396,6.139855861663818,1
89.off,7654,15304,0.004524138756096363,2.198957681655884,1.6041842699050903,1.5335602760314941,3.0192458629608154,6.156990051269531,-3
90.off,7877,15750,0.013782180845737457,2.293050765991211,1.588018536567688,1.5889179706573486,0.05193508416414261,3.2288718223571777,1
91.off,8640,17276,0.009569608606398106,2.326474189758301,1.5688936710357666,1.571433186531067,0.07128548622131348,3.2116124629974365,1
92.off,5867,11730,0.01734139211475849,2.242170810699463,1.5637644529342651,1.5666025876998901,0.10047310590744019,3.2308402061462402,1
93.off,8216,16432,0.020343158394098282,2.503631114959717,1.5625243186950684,1.5777602195739746,3.0158886909484863,6.156173229217529,-1
94.off,7236,14468,0.012364211492240429,2.4743282794952393,2.762906312942505,1.3604000806808472,1.8262563943862915,5.9495625495910645,1
95.off,7355,14706,0.017769960686564445,2.27604341506958,1.7660516500473022,1.374342679977417,3.0475502014160156,6.187944412231445,1
96.off,8504,17004,0.008196113631129265,2.3846685886383057,1.1290767192840576,2.074477195739746,2.7409887313842773,5.94454288482666,-3
97.off,8167,16330,0.009201055392622948,2.137590169906616,1.6525907516479492,1.6529618501663208,0.027435781434178352,3.3329882621765137,-1
98.off,6154,12304,0.011911371722817421,2.249164342880249,1.5581014156341553,1.5228400230407715,0.2936759293079376,3.374617338180542,-1
99.off,6881,13758,0.008516483940184116,2.3015635013580322,1.5621782541275024,1.5517196655273438,0.3541210889816284,3.4680190086364746,-1
100.off,8064,16124,0.008686531335115433,2.146589994430542,1.5420321226119995,1.3023210763931274,1.452751874923706,4.297104835510254,-1
101.off,8499,16998,0.008960051462054253,2.1921730041503906,1.2173361778259277,1.559989094734192,1.5858997106552124,4.363224983215332,1
102.off,15724,31456,0.011619304306805134,2.452960252761841,1.249708890914917,1.5589172840118408,0.8043484687805176,3.6129746437072754,3
103.off,9652,19304,0.009319785982370377,2.2622883319854736,1.2127735614776611,1.5290749073028564,1.4458602666854858,4.187708854675293,-1
104.off,8653,17306,0.011793751269578934,2.079929828643799,1.5882904529571533,1.6651262044906616,1.450717806816101,4.704134464263916,1
105.off,9261,18530,0.008612981997430325,2.0528080463409424,1.5654518604278564,1.736809253692627,1.4313534498214722,4.733614444732666,-1
106.off,14052,28104,0.013009603135287762,2.3197052478790283,0.9398074150085449,3.111842632293701,2.201469659805298,6.253119468688965,1
107.off,11421,22854,0.029185540974140167,2.264355182647705,1.7282794713974,1.5635844469070435,0.7854669690132141,4.077331066131592,-1
108.off,10500,21008,0.0227520689368248,2.280255079269409,1.4165632724761963,1.5719579458236694,0.7543641328811646,3.742885112762451,-1
109.off,10301,20602,0.013920716941356659,2.1425938606262207,1.5452921390533447,1.5577712059020996,2.674729347229004,5.777792930603027,-1
110.off,8456,16920,0.03191588073968887,2.0859737396240234,1.6096760034561157,1.6090023517608643,0.40628063678741455,3.6249589920043945,1
111.off,8050,16100,0.03557674586772919,2.10787034034729,1.5984244346618652,1.5991647243499756,0.401166707277298,3.5987558364868164,1
112.off,13628,27256,0.010387946851551533,2.234766721725464,1.577682614326477,1.5794272422790527,2.5976459980010986,5.754755973815918,-1
113.off,10748,21500,0.03427514806389809,2.0939998626708984,1.123416543006897,1.6233699321746826,1.5740443468093872,4.320830821990967,3
114.off,5794,11588,0.06571945548057556,1.8623744249343872,1.5699697732925415,1.3232942819595337,1.5455740690231323,4.438838005065918,-1
115.off,10043,20086,0.03551601618528366,2.1237478256225586,1.1574604511260986,1.620070219039917,1.561161994934082,4.338692665100098,3
116.off,13463,26926,0.006346150767058134,2.3154826164245605,1.555185317993164,1.571707010269165,0.5344750881195068,3.661367416381836,-1
117.off,14372,28744,0.018360858783125877,2.247117042541504,1.5654951333999634,1.5701985359191895,2.7586755752563477,5.894369125366211,1
118.off,9153,18306,0.014173868112266064,2.1598427295684814,1.9035431146621704,1.5619730949401855,1.6181118488311768,5.083627700805664,-3
119.off,12326,24652,0.0076325819827616215,2.382859706878662,1.5809739828109741,1.6659603118896484,2.620981216430664,5.867915630340576,-1
120.off,10121,20242,0.027005139738321304,2.1008501052856445,1.5902326107025146,1.587547779083252,0.2489999234676361,3.4267802238464355,1
121.off,5944,11888,0.014957255683839321,2.4132978916168213,0.28051939606666565,2.860626697540283,3.1168413162231445,6.2579874992370605,1
122.off,7251,14498,0.01123929675668478,2.5080649852752686,0.11176138371229172,0.10416367650032043,0.040498036891222,0.25642311573028564,1
123.off,15493,30982,0.018257465213537216,2.4309048652648926,0.3190250098705292,2.1227972507476807,2.174316883087158,4.6161394119262695,1
124.off,3101,6198,0.03965941444039345,2.1921751499176025,1.9888665676116943,1.9806188344955444,0.1245948001742363,4.094079971313477,-1
125.off,1343,2682,0.16995716094970703,1.676225185394287,1.5666614770889282,1.149873971939087,1.0755674839019775,3.7921030521392822,1
126.off,6325,12646,0.004586836323142052,2.514247179031372,1.574247121810913,1.8057217597961426,1.7681289911270142,5.148097991943359,1
127.off,11906,23808,0.005444814451038837,2.5445287227630615,0.9424769878387451,2.1811001300811768,2.8585970401763916,5.982173919677734,1
128.off,6164,12324,0.008293897844851017,2.2714052200317383,1.946240782737732,1.6221774816513062,1.3685173988342285,4.9369354248046875,1
129.off,6144,12284,0.007268678396940231,2.3569235801696777,2.7507894039154053,2.765108346939087,0.10621731728315353,5.622115135192871,-1
130.off,7747,15490,0.012739036232233047,2.5402090549468994,1.8821630477905273,1.2546871900558472,3.0462217330932617,6.183072090148926,-1
131.off,11051,22098,0.0011537640821188688,2.466657876968384,1.4338823556900024,2.8222110271453857,1.6630022525787354,5.919095993041992,-1
132.off,7812,15620,0.1162448450922966,2.0793819427490234,1.5562270879745483,3.0088446140289307,1.5874621868133545,6.152533531188965,3
133.off,10466,20932,0.0334361232817173,2.3768038749694824,1.0995396375656128,2.6891887187957764,1.9325765371322632,5.721304893493652,-1
134.off,10932,21860,0.007282625883817673,2.3512485027313232,1.7667142152786255,1.767763614654541,0.08148571103811264,3.6159634590148926,1
135.off,15201,30398,0.017242228612303734,2.2630248069763184,1.420928955078125,1.4192100763320923,0.06078314036130905,2.9009220600128174,1
136.off,14126,28248,0.012076204642653465,2.4661664962768555,0.728822648525238,2.413015127182007,3.115797519683838,6.257635116577148,1
137.off,9124,18244,0.022224128246307373,2.397768259048462,0.5947085618972778,2.3421478271484375,2.5752785205841064,5.512134552001953,1
138.off,9594,19184,0.015274296514689922,2.203847885131836,0.04033057019114494,0.298363596200943,0.29614195227622986,0.6348360776901245,-3
139.off,8017,16030,0.009063564240932465,2.2285749912261963,2.851315975189209,2.8480875492095947,0.0516829751431942,5.751086711883545,1
140.off,9200,18396,0.009941072203218937,2.7341158390045166,0.6410080790519714,2.4951632022857666,2.9964957237243652,6.132667064666748,1
141.off,13926,27848,0.013581180945038795,2.195927619934082,0.011764594353735447,0.013509450480341911,0.016937896609306335,0.04221194237470627,1
142.off,9802,19600,0.0003242154489271343,2.245652437210083,3.1389191150665283,1.5773274898529053,1.5642679929733276,6.280514717102051,-1
143.off,9270,18536,0.0005334058660082519,2.245107412338257,3.134131908416748,1.56735098361969,1.574251651763916,6.2757344245910645,-1
144.off,15082,30160,0.00022188846196513623,2.602113723754883,0.027075082063674927,1.5687862634658813,1.568757176399231,3.164618492126465,-1
145.off,13206,26408,0.04602868854999542,2.1921226978302,0.9582252502441406,1.702615737915039,1.4637941122055054,4.124635219573975,1
146.off,13714,27424,0.010120195336639881,2.2740471363067627,0.07209122180938721,1.5737818479537964,1.5752288103103638,3.221101760864258,-1
147.off,13705,27406,0.020788367837667465,2.442437171936035,0.17259716987609863,1.5737919807434082,1.5695936679840088,3.3159828186035156,1
148.off,13375,26746,0.021233292296528816,2.8718669414520264,1.4691801071166992,1.5693233013153076,1.5726245641708374,4.611127853393555,-1
149.off,13588,27172,0.008550646714866161,2.8697023391723633,1.3843764066696167,1.5719866752624512,1.5718328952789307,4.528196334838867,-1
150.off,13579,27154,0.013055646792054176,1.7474370002746582,1.56251859664917,1.5793616771697998,2.884920597076416,6.026801109313965,-1
151.off,12696,25388,0.0013926023384556174,2.6609911918640137,0.9053394794464111,1.5717283487319946,1.569697618484497,4.046765327453613,-3
152.off,10543,21082,0.0003766075533349067,1.938362717628479,1.5789527893066406,3.052518606185913,1.5630398988723755,6.194511413574219,-1
153.off,13581,27158,0.012783796526491642,2.17183780670166,1.5141936540603638,1.6273949146270752,3.12785005569458,6.269438743591309,3
154.off,13929,27854,0.006785138975828886,2.554577112197876,0.2617775797843933,2.773850917816162,2.876314401626587,5.911942958831787,1
155.off,14384,28764,0.014233089052140713,2.56797194480896,0.02130051702260971,1.5735976696014404,1.573621153831482,3.1685194969177246,-1
156.off,10100,20196,0.005760067608207464,1.8933557271957397,0.5450050830841064,1.553208351135254,1.5607458353042603,3.65895938873291,1
157.off,13883,27762,0.01903781294822693,2.8725736141204834,0.03845028206706047,1.5740597248077393,1.5733433961868286,3.1858534812927246,-3
158.off,14587,29170,0.002340668812394142,1.815535306930542,0.9659919142723083,1.4331090450286865,1.4973467588424683,3.8964476585388184,-1
159.off,13930,27856,0.017330003902316093,2.2738616466522217,1.6572275161743164,1.6578980684280396,0.03988765552639961,3.355013132095337,-1
160.off,10082,20160,0.003407167736440897,2.033182144165039,1.6658682823181152,1.6668891906738281,0.045510124415159225,3.378267526626587,-1
161.off,13826,27648,0.0034523981157690287,2.2440743446350098,1.5602474212646484,1.5607675313949585,0.046530552208423615,3.1675455570220947,1
162.off,10096,20188,0.0034010685048997402,2.290161371231079,1.4848448038101196,1.467960238456726,0.4418514668941498,3.3946564197540283,3
163.off,10879,21758,0.0034573909360915422,2.3377065658569336,1.5588353872299194,1.5878632068634033,0.259098619222641,3.405797004699707,1
164.off,14509,29014,0.003672744845971465,2.2741124629974365,1.5135833024978638,1.5107640027999878,0.07621923089027405,3.1005666255950928,-3
165.off,10233,20462,0.0047419145703315735,2.2864749431610107,1.5176160335540771,1.606727957725525,2.7167599201202393,5.841103553771973,-3
166.off,11090,22176,0.004279039800167084,2.349496603012085,1.638675332069397,1.6229182481765747,0.2601216733455658,3.5217151641845703,3
167.off,12647,25290,0.002690415596589446,2.318791627883911,1.513277530670166,1.5082237720489502,0.10560828447341919,3.1271095275878906,-1
168.off,10752,21500,0.004904330242425203,2.303661584854126,1.5366746187210083,1.6074585914611816,3.05033016204834,6.19446325302124,1
169.off,12561,25118,0.0020832710433751345,2.4923529624938965,1.5578032732009888,1.5835552215576172,3.096992015838623,6.2383503913879395,-3
170.off,12500,24996,0.003104384755715728,2.4089438915252686,1.5398818254470825,1.6010247468948364,3.096785545349121,6.237691879272461,1
171.off,14905,29806,0.00525160925462842,2.329867362976074,1.5951913595199585,1.5480281114578247,2.9657700061798096,6.108989715576172,1
172.off,10141,20278,0.003344722557812929,2.2994792461395264,1.4891072511672974,1.4557344913482666,0.47206640243530273,3.4169082641601562,3
173.off,13867,27730,0.0029945606365799904,2.1064136028289795,1.5545700788497925,1.540877342224121,0.258449912071228,3.3538975715637207,1
174.off,12831,25658,0.007709560450166464,2.325424909591675,1.5906131267547607,1.5526189804077148,3.0289833545684814,6.172215461730957,1
175.off,9480,18956,0.006058226805180311,2.2577743530273438,1.659924030303955,1.4890280961990356,2.9342737197875977,6.083225727081299,-1
176.off,12500,24996,0.0033036472741514444,2.2866811752319336,1.4610947370529175,1.4603275060653687,0.18441462516784668,3.105836868286133,1
177.off,12543,25082,0.008723885752260685,2.300229787826538,1.603200912475586,1.6099132299423218,0.22943566739559174,3.44254994392395,1
178.off,12175,24346,0.005903285462409258,2.1947062015533447,1.5389010906219482,1.567571997642517,0.24004292488098145,3.3465158939361572,3
179.off,13324,26644,0.005832141265273094,2.3152246475219727,1.4445222616195679,1.455680251121521,0.15926572680473328,3.0594682693481445,3
180.off,9548,19092,0.007617228198796511,2.257155656814575,1.5735422372817993,1.5672262907028198,3.097641706466675,6.238409996032715,-1
181.off,7242,14480,0.024450674653053284,2.228624105453491,1.6011396646499634,1.9156395196914673,1.4790846109390259,4.995863914489746,-1
182.off,10283,20562,0.014245843514800072,2.361079216003418,1.8645516633987427,1.5150911808013916,2.0113072395324707,5.3909502029418945,3
183.off,11413,22822,0.05463689565658569,2.5542314052581787,1.8748873472213745,1.8770779371261597,0.0671657919883728,3.8191311359405518,1
184.off,4685,9366,0.1146303117275238,2.1204402446746826,1.7938109636306763,2.7471930980682373,1.3735398054122925,5.914544105529785,1
185.off,2489,4974,0.18858371675014496,1.9758663177490234,1.6501456499099731,1.8021708726882935,1.5767627954483032,5.029079437255859,-1
186.off,6607,13210,0.08398398756980896,2.191054582595825,1.5627737045288086,1.350515604019165,1.5449665784835815,4.458255767822266,-3
187.off,7628,15256,0.019685348495841026,2.2393362522125244,1.5977901220321655,1.9062376022338867,1.4811605215072632,4.9851884841918945,-1
188.off,8603,17202,0.058789871633052826,2.4164111614227295,1.724097490310669,1.5911153554916382,0.5246644020080566,3.839877128601074,-1
189.off,14084,28164,0.008026097901165485,2.1731338500976562,2.39936900138855,1.044688105583191,2.423985004425049,5.8680419921875,3
190.off,7500,14996,0.014402886852622032,2.0589759349823,1.77251398563385,1.4026870727539062,2.8669309616088867,6.0421319007873535,-3
191.off,13766,27528,0.018304629251360893,2.4669322967529297,1.990172028541565,1.5482194423675537,2.0178773403167725,5.556268692016602,-3
192.off,6991,13978,0.005756876897066832,2.2037360668182373,1.668537974357605,1.6255210638046265,0.5025816559791565,3.796640634536743,1
193.off,7314,14624,0.008549874648451805,1.9095613956451416,1.6730231046676636,1.4785892963409424,3.000234842300415,6.151846885681152,-1
194.off,8471,16938,0.014302334748208523,2.055668354034424,1.5878876447677612,1.5899327993392944,2.6944689750671387,5.872289657592773,-1
195.off,8524,17044,0.008013151586055756,1.9583717584609985,1.5368621349334717,1.5552414655685425,0.2509388327598572,3.3430423736572266,-1
196.off,7112,14220,0.010433073155581951,1.9280540943145752,1.0472227334976196,2.127044439315796,2.875467300415039,6.049734592437744,1
197.off,7553,15102,0.007615204900503159,1.96144700050354,1.6260435581207275,1.4843268394470215,1.2922565937042236,4.402626991271973,1
198.off,9564,19124,0.0022433591075241566,2.1279242038726807,1.6306021213531494,1.4422385692596436,1.5071011781692505,4.579941749572754,-1
199.off,8647,17290,0.0011162167647853494,2.166107416152954,1.5671913623809814,1.5881274938583374,0.20588918030261993,3.361207962036133,1
200.off,1515,3026,0.11594805866479874,2.154200792312622,1.855652093887329,1.8005751371383667,0.35803696513175964,4.014264106750488,1
201.off,4487,8970,0.008026362396776676,2.020185708999634,1.2160794734954834,1.5811251401901245,1.5790014266967773,4.376205921173096,1
202.off,4491,8978,0.00792048778384924,2.07061767578125,1.218745231628418,1.5825746059417725,1.5794157981872559,4.380735397338867,-1
203.off,3906,7808,0.012454519979655743,2.06965708732605,1.7801798582077026,1.5664783716201782,1.5657896995544434,4.912447929382324,-1
204.off,4407,8810,0.010952753946185112,2.0882935523986816,0.26444974541664124,1.5645499229431152,1.5647832155227661,3.3937828540802,-1
205.off,4478,8952,0.004021111410111189,2.1084766387939453,1.8286586999893188,1.5626583099365234,1.5709577798843384,4.962274551391602,-1
206.off,4794,9584,0.006442443002015352,2.1403374671936035,1.3630441427230835,1.576728343963623,1.5753437280654907,4.515116214752197,1
207.off,5202,10400,0.003646265482529998,2.1870293617248535,1.6953431367874146,1.565513014793396,1.5708369016647339,4.831693172454834,1
208.off,6104,12204,0.003693456295877695,2.241475820541382,1.700354814529419,1.5643305778503418,1.5754921436309814,4.840177536010742,1
209.off,5110,10216,0.006763476878404617,2.1863443851470947,0.09817039966583252,1.5665867328643799,1.5669076442718506,3.2316646575927734,-3
210.off,5508,11012,0.0028484014328569174,2.14044189453125,0.18034741282463074,1.5613603591918945,1.5625637769699097,3.304271697998047,-1
211.off,4284,8564,0.005498488899320364,2.1170198917388916,2.8918416500091553,1.5687506198883057,1.573116421699524,6.033708572387695,1
212.off,4298,8592,0.010108212940394878,2.0587029457092285,0.42014366388320923,1.558764100074768,1.561356782913208,3.54026460647583,1
213.off,3963,7922,0.0038389593828469515,2.0445377826690674,1.0728963613510132,1.5540751218795776,1.562253713607788,4.189225196838379,1
214.off,3804,7604,0.008433997631072998,2.0432143211364746,1.9809582233428955,1.5831247568130493,1.5653188228607178,5.129402160644531,1
